"Date","AAPL","ADBE","ADP","AMD","DELL","GTW","HP","IBM","MSFT","ORCL"
4/3/1995,0.035296905,0.070507459,0.00833871,0.026359099,0.101989539,0.003688298,0.038404519,0.061491519,0.060549135,-0.009503541
5/1/1995,0.037291984,-0.048967781,-0.013632898,-0.037788561,-0.03687136,-0.03239662,0.006718502,-0.006349148,0.015581742,0.055824684
6/1/1995,0.048105487,0.047086358,0.005644849,0.043778925,0.075500762,0.112647746,-0.005752329,0.013807626,0.027789509,0.04643291
7/3/1995,-0.013764005,0.02798944,0.00764378,-0.048542714,0.035472318,0.103424931,-0.010747994,0.054580977,0.000896377,0.034995661
8/1/1995,-0.018247018,-0.082850195,0.006834043,0.014652288,0.070581074,-0.035062968,0.001974069,-0.021497856,0.009739938,-0.018605245
9/1/1995,-0.062646809,0.006371182,0.02149593,-0.064211067,0.044670395,0.06075454,-0.007950693,-0.038918066,-0.009739938,-0.019438109
10/2/1995,-0.010899397,0.0427959,0.020789637,-0.093123508,0.040501215,0.036937281,-0.035515001,0.012380727,0.043423051,0.055884182
11/1/1995,0.022444321,0.074164147,0.046064956,-0.059314001,-0.024473769,-0.081688003,0.026392961,-0.001775451,-0.059847909,0.017136755
12/1/1995,-0.077634579,-0.037544616,-0.028582318,-0.094269917,-0.106455331,-0.052017573,0.038215134,-0.024184514,0.002780977,-0.029409629
1/2/1996,-0.061980274,-0.259743742,0.031339752,0.078302996,-0.098925304,0.023443806,0.028145958,0.074699612,0.023383819,0.052073614
2/1/1996,-0.001889609,-0.00643411,-0.012548707,-0.008433168,0.094885326,0.056563207,0.02477474,0.054036657,0.027973996,0.036457467
3/1/1996,-0.049420067,-0.016515088,0.008128369,-0.047304001,-0.008194479,-0.02423471,0.004953983,-0.042232563,0.019269459,-0.042635303
4/1/1996,-0.003551079,0.126618795,-0.005589453,0.029929905,0.134146738,0.097283707,0.038472166,-0.013920887,0.04046356,0.031205841
5/1/1996,0.030295889,-0.064022237,-0.005662329,-0.023973773,0.082710066,0.035833494,-0.003773216,-0.002660583,0.020950741,-0.008183449
6/3/1996,-0.094753878,-0.014823776,0.003971368,-0.111191534,-0.036648979,-0.046931053,0.003773216,-0.032691357,0.004746435,0.075626292
7/1/1996,0.020203386,-0.070817683,0.011150663,-0.050595684,0.036648979,0.071882007,-0.019202707,0.035705456,-0.008168789,-0.002984854
8/1/1996,0.042109935,0.059616032,0.019903044,0.021631988,0.084173192,0.048691924,0.055234512,0.028381952,0.016848291,-0.04520319
9/3/1996,-0.038179641,0.029894446,0.022788728,0.063235683,0.063386979,0.028101293,0.043399827,0.036794372,0.031854044,0.081575074
10/1/1996,0.015374862,-0.031962519,-0.020429139,0.080356604,0.019227443,-0.007317688,0.093643681,0.015386762,0.017458401,-0.002763283
11/1/1996,0.020649467,0.057213874,0.012880377,0.135089654,0.097593403,0.056652315,-0.001009988,0.093047495,0.057918181,0.063501042
12/2/1996,-0.062646809,-0.024289462,0.001267274,0.026413243,0.018710964,-0.000648201,-0.013348162,-0.021989678,0.022637726,-0.069080919
1/2/1997,-0.098577172,0.007619397,-0.015456951,0.134855898,0.094811968,0.057342777,-0.032465507,0.0151841,0.0915836,-0.031034234
2/3/1997,-0.010567297,-0.016354105,0.012918694,0.010500744,0.032409959,-0.017101558,-0.05630972,-0.037034378,-0.019901032,0.004002742
3/3/1997,0.050438809,0.042016096,-0.006669745,0.061745596,-0.022019644,-0.059472666,0.039703161,-0.01997879,-0.026562773,-0.00804272
4/1/1997,-0.030575913,-0.010812869,0.033806562,0.010340833,0.092161321,0.029804982,0.013788284,0.067945371,0.122390898,0.0139785
5/1/1997,-0.009295599,0.057192877,0.03557078,-0.026328939,0.128453636,0.084320886,0.072246067,0.032544951,0.008907225,0.06890749
6/2/1997,-0.067643333,-0.10539023,-0.01822482,-0.047207557,0.018740735,-0.010821632,0.011342394,0.01843804,0.008087654,0.033858267
7/1/1997,0.090024113,0.030506601,0.022609456,-0.009050677,0.163281645,0.069269531,0.067679214,0.06885068,0.048759906,0.033567348
8/1/1997,0.094124789,0.023130838,-0.036145791,0.029847858,-0.017830344,0.011245954,0.022555722,-0.017628598,-0.029329351,0.021701741
9/2/1997,-0.001599613,0.107238126,0.041565058,-0.062965219,0.071996782,-0.094088292,0.054090075,0.019405946,0.000612545,-0.020268425
10/1/1997,-0.104589687,-0.023129298,0.009587464,-0.15095656,-0.082276422,-0.035014944,0.003664954,-0.031823269,-0.007719622,-0.007942431
11/3/1997,0.017973371,-0.055348637,0.041565058,-0.023271342,0.021148018,-0.004506728,-0.024219002,0.046815456,0.036722807,-0.030953277
12/1/1997,-0.131509126,-0.007656712,0.038808631,-0.089013532,-0.000826441,0.056289793,-0.049358367,-0.019807822,-0.039222351,-0.173750043
1/2/1998,0.144991634,-0.030208518,-0.01117503,0.055908408,0.07328183,0.061032219,-0.123238952,-0.025103248,0.062356752,0.018288786
2/2/1998,0.110722003,0.060057288,0.008892499,0.065716493,0.148318681,0.067341782,0.056226653,0.025192913,0.055234945,0.023952131
3/2/1998,0.066000957,0.009510478,0.048110064,0.092227748,-0.013876403,0.026421826,0.033949978,-0.002337339,0.023720047,0.108201887
4/1/1998,-0.002532337,0.045365351,-0.007149696,-0.019876148,0.076222913,0.099650518,-0.011169415,0.047430866,0.003156879,-0.086508474
5/1/1998,-0.011581873,-0.098679036,-0.022015099,-0.152050611,0.008730901,-0.115733833,-0.080052449,0.006894981,-0.026399155,-0.038981048
6/1/1998,0.032044926,0.026641643,0.059736906,-0.059389824,0.051620765,0.045178817,-0.051021731,-0.010058219,0.106403425,0.016227086
7/1/1998,0.081998736,-0.118047217,-0.032150792,0.004558235,0.068281849,0.033423755,-0.039396465,0.06223473,0.006307677,0.033698961
8/3/1998,-0.045423289,-0.089587984,-0.025904104,-0.122593909,-0.035829825,-0.057349024,-0.097877621,-0.069872137,-0.059309509,-0.124284186
9/1/1998,0.086998298,0.122241247,0.069791341,0.15463462,0.1189918,0.043622999,0.111826964,0.057349392,0.059677711,0.164603655
10/1/1998,-0.011544924,0.029421709,0.017511422,0.084761123,-0.001720505,0.028122097,0.054467764,0.062820148,-0.016886146,0.007105181
11/2/1998,-0.065001197,0.0810736,-0.004554854,0.089140674,-0.032194884,0.00232783,-0.137409159,0.04671135,0.061611882,0.063789189
12/1/1998,0.107328854,0.019236735,0.018471843,0.019918229,0.080464665,-0.040017381,0.050564673,0.047867974,0.055703225,0.100092782
1/4/1999,0.002961591,0.009676198,0.025937661,-0.101804584,0.135488919,0.178741984,-0.043076652,-0.002635475,0.1010376,0.108472811
2/1/1999,-0.073317972,-0.074495623,-0.029676997,-0.108225899,-0.096259059,-0.026427346,-0.028375308,-0.032665939,-0.066522693,0.00374798
3/1/1999,0.013757084,0.149980723,0.018254216,-0.062035816,0.008799942,-0.02534411,0.143743979,0.01877105,0.076927507,-0.150064266
4/1/1999,0.107421504,0.047978951,0.031614779,0.027152246,0.003280905,-0.015344046,0.05449157,0.071956731,-0.042331432,0.011061281
5/3/1999,-0.018516246,0.068053273,-0.033677327,0.049687784,-0.077728649,-0.036680347,-0.04048989,0.045437155,-0.003250348,-0.037555006
6/1/1999,0.021526965,0.045378442,0.029471925,-0.010453982,0.031138581,-0.012752973,0.006020562,0.046957531,0.048284866,0.175156287
7/1/1999,0.079930676,0.018376739,-0.040729133,-0.016667974,0.043309163,0.110205337,0.033966963,-0.012102996,-0.021638647,0.011088972
8/2/1999,0.068814726,0.065190643,-0.008165432,0.075920573,0.076997921,0.105004236,0.034762106,-0.003526191,0.032942688,-0.01864211
9/1/1999,-0.012973046,0.056978938,0.055960315,-0.080441899,-0.06722864,-0.042020343,-0.036777397,-0.01259132,-0.009511286,0.096147424
10/1/1999,0.102200034,0.090754996,0.033260939,0.061136743,-0.017811008,0.176485893,-0.02654993,-0.090436411,0.009511286,0.019039593
11/1/1999,0.08695302,-0.007834445,0.0106514,0.154199502,0.029999296,0.062984221,-0.019769028,0.021342262,-0.007169469,0.153987848
12/1/1999,0.021299154,-0.008758311,0.038601989,0.010633834,0.074101721,-0.025228533,-0.01719068,0.01978404,0.107956553,0.218143406
1/3/2000,0.004036848,-0.087005637,-0.055347683,0.094803974,-0.122786797,-0.071013805,0.033726732,0.01731426,-0.076535157,-0.049720675
2/1/2000,0.043306214,0.267841446,-0.037018283,0.040294595,0.025983216,0.050592249,0.056705549,-0.037953786,-0.039503615,0.172015534
3/1/2000,0.073563593,0.038245894,0.045307652,0.174254916,0.121144347,-0.096910013,0.065928514,0.061465311,0.075140209,0.021790584
4/3/2000,-0.039338012,0.036017293,0.047352918,0.171156041,-0.031813238,0.002440969,0.004462664,-0.025996528,-0.182717439,0.010335597
5/1/2000,-0.169282472,-0.03117352,0.00951544,-0.02946717,-0.065318246,-0.04819846,0.076414385,-0.016077416,-0.047340917,-0.046156075
6/1/2000,0.095916204,0.062551714,-0.010891969,-0.024698618,0.058155544,0.059360667,0.001689207,0.009000581,0.106800045,0.067981317
7/3/2000,-0.013130833,-0.055003934,-0.033671995,-0.030509769,-0.05007495,-0.012105472,-0.067734269,0.010510665,-0.059168922,-0.048371545
8/1/2000,0.078867789,0.055003934,0.080403339,0.017728767,-0.00307484,0.091414245,0.06332859,0.070972377,0,0.082537109
9/1/2000,-0.373956591,0.077203499,0.050296828,-0.193820026,-0.151093515,-0.149777322,-0.009643731,-0.069039892,-0.063455367,-0.062449242
10/2/2000,-0.119577008,-0.008760133,-0.010281054,-0.025718641,-0.018869682,0.029236541,-0.060436715,-0.058167806,0.057614062,-0.076761772
11/1/2000,-0.073884906,-0.079342168,0.00457283,-0.171222757,-0.185391282,-0.433980258,-0.021750041,-0.022081412,-0.079298877,-0.095268066
12/1/2000,-0.044881013,-0.036986632,-0.017422959,-0.043076165,-0.042884253,-0.023722438,0.167592074,-0.041392685,-0.121365241,0.040049736
1/2/2001,0.162252758,-0.124388268,-0.024257117,0.250741429,0.175426692,0.072123349,0.037263734,0.119791826,0.148389125,0.000895761
2/1/2001,-0.073830856,-0.17709263,-0.006371182,-0.058496647,-0.07712439,-0.091626066,0.036254182,-0.049153755,-0.014843353,-0.18543777
3/1/2001,0.082580674,0.080482579,-0.034591286,0.091462459,0.069915321,-0.009960733,-0.049585323,-0.016456079,-0.032964137,-0.103241788
4/2/2001,0.062593916,0.108644418,-0.001837979,0.067460775,0.009199726,0.053185888,0.043993993,0.078117729,0.092967602,0.032929543
5/1/2001,-0.106038887,-0.052687521,-0.003308556,-0.040343242,-0.032286547,-0.05603713,-0.11247779,-0.012260763,0.009021936,-0.023749926
6/1/2001,0.066075587,0.072652043,-0.033177666,0.009879391,0.030794409,-0.006550569,-0.108149314,0.006538857,0.023365521,0.09406217
7/2/2001,-0.092078274,-0.098212804,0.010829289,-0.19939707,0.01276466,-0.195390414,0.004852503,-0.032937287,-0.042517675,-0.021555175
8/1/2001,-0.006048119,-0.047469458,0.006836211,-0.129561478,-0.100228653,-0.067983045,-0.007299239,-0.021666519,-0.064531423,-0.170482762
9/4/2001,-0.077218013,-0.146336006,-0.041504057,-0.220781686,-0.062132282,-0.216395941,-0.06851723,-0.037345552,-0.047199445,0.012964977
10/1/2001,0.053632795,0.041624282,0.040693428,0.08183749,0.111973759,0.015651946,0.065233324,0.07126476,0.055461925,0.032579048
11/1/2001,0.083855092,0.084768161,0.030827841,0.139264591,0.066221757,0.221079406,-0.031171603,0.029716419,0.043067487,0.014797981
12/3/2001,0.012064511,-0.014104403,0.026923159,0.068043493,-0.011821483,-0.067871805,0.073537121,0.019726401,0.013507298,-0.006863992
1/2/2002,0.052604352,0.035604579,-0.037732059,0.005171854,0.004925287,-0.188418325,-0.040310168,-0.049655575,-0.016831602,0.096847113
2/1/2002,-0.056588733,0.033385388,-0.010489057,-0.075141268,-0.04665365,-0.054079892,0.04624933,-0.040661249,-0.038352326,-0.016409772
3/1/2002,0.037921964,0.044412478,0.044386065,0.037278904,0.024285782,0.137959247,0.074982745,0.025282936,0.014509123,-0.11342105
4/1/2002,0.010866984,-0.003696146,-0.059222244,-0.119170869,0.003808899,-0.06193652,0.011932758,-0.094009432,-0.062354572,-0.105476257
5/1/2002,-0.017892761,-0.044086706,0.009143379,0.009604427,0.008328519,-0.009615769,-0.032254336,-0.01663055,-0.011189223,-0.103008531
6/3/2002,-0.118892203,-0.102259733,-0.075337907,-0.070379965,-0.011638707,-0.08178182,-0.02924402,-0.048204298,0.031075374,0.077624797
7/1/2002,-0.064909184,-0.075647901,-0.067385451,-0.08295072,-0.020583305,-0.115904053,-0.032104449,-0.009771395,-0.056882637,0.024084098
8/1/2002,-0.014468176,-0.076206366,0.005550165,0.042227725,0.028485773,0.012589127,0.042072865,0.030682118,0.00980673,-0.01861547
9/3/2002,-0.007718355,-0.021797129,-0.034716152,-0.219402014,-0.053955422,-0.071311595,-0.027349608,-0.11155703,-0.050019266,-0.086396061
10/1/2002,0.044377539,0.092508342,0.087611542,0.060627114,0.085265229,0.004364805,0.053078443,0.131564865,0.087171221,0.112751638
11/1/2002,-0.015413843,0.09676252,0.009417931,0.166074138,-0.000151825,0.103803721,-0.013994963,0.042616369,0.032995641,0.076402094
12/2/2002,-0.03438868,-0.075889339,-0.043032144,-0.144009991,-0.02920463,-0.083995328,0.009164052,-0.049791097,-0.047634002,-0.051152522
1/2/2003,0.001211422,0.027567304,-0.053997329,-0.090901231,-0.049490964,-0.078628357,-0.04788577,0.003922875,-0.036987919,0.046841872
2/3/2003,0.019515493,0.01745168,-0.028068551,0.020241057,0.053049449,-0.079844798,0.042672871,-0.000583259,0.000852394,-0.002534448
3/3/2003,-0.026220523,0.049918881,-0.021723335,0.051416131,0.005601812,0.034455509,-0.030548921,0.002676529,0.009059103,-0.042701897
4/1/2003,0.002450187,0.049076812,0.038290732,0.08058446,0.025776681,0.086480485,0.001754728,0.034445186,0.023733411,0.039787158
5/1/2003,0.101406736,0.009972757,0.016106337,-0.009441556,0.034416138,0.064353979,0.080347138,0.016559072,-0.016496725,0.039460856
6/2/2003,0.025816564,-0.041885921,-0.011529957,-0.05527335,0.00645854,0.038546398,-0.024241809,-0.028235088,0.017679552,-0.034734289
7/1/2003,0.04374771,0.008866202,0.039429363,0.056464831,0.024399024,0.146128036,-0.037928489,-0.006655984,0.012993928,-0.000723824
8/1/2003,0.030621994,0.074367588,0.031917349,0.189371082,-0.013888126,0.052754913,0.040077706,0.00494627,0.001716204,0.029407473
9/2/2003,-0.03810285,0.006229741,-0.045285641,-0.006979883,0.010522489,-0.008359382,-0.048899616,0.032208366,0.020445535,-0.057074134
10/1/2003,0.043066269,0.045669121,0.02228354,0.136129529,0.032296055,-0.050385895,0.006126513,0.005658474,-0.024268575,0.026941628
11/3/2003,-0.039309734,-0.024963973,0.005664791,0.072704489,-0.017603121,-0.053095678,-0.039975516,0.005885589,-0.007162585,0.001810317
12/1/2003,0.009861415,-0.024031392,0.01695087,-0.081361809,-0.007476005,0.013422973,0.063972158,0.010123873,0.027235045,0.041655377
1/2/2004,0.023331394,-0.008542299,0.0331134,-0.001167459,-0.006957106,0.011184167,0.016627244,0.029666987,0.004377638,0.020203386
2/2/2004,0.02542208,-0.012202026,-0.002995559,0.00407245,-0.010383083,0.060857831,0.011541372,-0.011409402,-0.017970815,-0.032184683
3/1/2004,0.053245512,0.023407355,-0.003258582,0.034227261,0.012714523,-0.012165907,-0.015871979,-0.02149129,-0.027121739,-0.030397301
4/1/2004,-0.020723774,0.023679002,0.018382442,-0.057418923,0.014731869,-0.039586884,-0.025940517,-0.017716473,0.020450417,-0.028028724
5/3/2004,0.036804754,0.031510766,0.005996726,0.038830797,0.005706322,-0.075592015,-0.032896059,0.002960994,0.001725295,0.005752329
6/1/2004,0.064329882,0.017939141,-0.024258043,0.009666731,0.007089682,0.045757491,0.020510714,-0.002193282,0.037022609,0.019735592
7/1/2004,-0.002677533,-0.042178603,0.001088609,-0.104834686,-0.004264393,0,-0.0141499,-0.00535093,-0.001231543,-0.055037728
8/2/2004,0.02807908,0.036344007,-0.023581778,-0.038516208,-0.007783042,-0.010747994,0.010740977,-0.011116197,-0.017251863,-0.022907558
9/1/2004,0.050564673,0.032833853,0.018111237,0.055897122,0.009371852,0.052140679,0.045141033,0.005383885,0.005646181,0.053613941
10/1/2004,0.130947519,0.054109565,0.021247551,0.111882639,-0.006638086,0.072550667,-0.00216452,0.019840802,0.005037441,0.050124606
11/1/2004,0.107132262,0.03385439,0.020922942,0.102145632,0.062857525,0.065991246,0.059307406,0.02203327,0.028553834,0.002735722
12/1/2004,-0.017577682,0.015363633,-0.009880963,0.014845691,0.017025095,-0.05427264,0.01826927,0.019559828,-0.001341969,0.032184683
1/3/2005,0.077040472,-0.042446462,-0.008602443,-0.144160228,-0.003934041,-0.104013331,0.046664025,-0.023339446,-0.007285001,0.001579829
2/1/2005,0.066962925,0.035607037,-0.005244462,0.043138344,-0.017724434,-0.002763283,0.024888264,-0.003086272,-0.017607767,-0.026664172
3/1/2005,-0.032035769,0.036544062,0.021166965,-0.034430394,-0.018478696,-0.066792812,-0.003976274,-0.005699421,-0.017424932,-0.016055183
4/1/2005,-0.062797778,-0.052739728,-0.014765617,-0.054160137,-0.042603886,-0.072550667,-0.013752493,-0.077878895,0.019908649,-0.033256751
5/2/2005,0.042420653,0.046749364,0.003566884,0.061638948,0.059345836,0.00632172,0.033703625,-0.003593369,0.009795216,0.044252136
6/1/2005,-0.033480558,-0.06357247,-0.017060842,0.024205245,-0.005142229,-0.020562159,0.05375879,-0.007818885,-0.016390416,0.013363962
7/1/2005,0.063953218,0.015360342,0.024558657,0.063714615,0.010976123,0.081369132,0.08541013,0.051078906,0.013265982,0.012005916
8/1/2005,0.041161197,-0.039871512,-0.016529058,0.014672788,-0.055683206,-0.117009488,0.017636452,-0.013983504,0.03027668,-0.018970697
9/1/2005,0.058165574,0.042937648,0.004539097,0.083964044,-0.017423892,-0.051509819,0.007033263,-0.002161915,-0.026979324,-0.020187466
10/3/2005,0.031101271,0.033585384,0.03502031,-0.035538325,-0.030507793,0.023481096,-0.037471558,0.00891061,-0.000518974,0.009697568
11/1/2005,0.071010707,0.00482108,0.003192574,0.052107427,-0.024230996,0.028028724,0.020728813,0.036730164,0.03346863,-0.002748708
12/1/2005,0.025310698,0.054381164,-0.008566244,0.067751784,-0.00289049,-0.083199862,0.028217506,-0.034016493,-0.024559712,-0.013654881
1/3/2006,0.021335987,0.031386603,-0.019010325,0.135454855,-0.009381008,0.034895183,0.102312035,-0.004787461,0.031869635,0.012619614
2/1/2006,-0.042377304,-0.013094183,0.021705471,-0.03380211,-0.004617821,-0.061656901,-0.075550317,-0.004619613,-0.018675286,-0.005213682
3/1/2006,-0.038221117,-0.042577202,-0.003019691,-0.06675965,0.011234929,-0.032467888,0.02596081,0.011942556,0.005395032,0.042281852
4/3/2006,0.050104916,0.049838887,-0.015533811,-0.010740237,-0.055331636,0.001978566,0.017808999,-0.000699824,-0.051701221,0.027651844
5/1/2006,-0.071027709,-0.136464719,0.013472712,-0.020056377,-0.013809674,-0.106894234,-0.043370702,-0.011519264,-0.026214569,-0.011155695
6/1/2006,-0.018556073,0.025480419,0.000651931,-0.102072249,-0.016035165,0.043225154,-0.037909464,-0.017037765,0.012266856,0.008168789
7/3/2006,0.074326187,-0.02730455,-0.015472687,-0.100167851,-0.052397175,-0.074633618,-0.036774023,0.00332443,0.013947714,0.014153415
8/1/2006,-0.000703518,0.056083628,0.032819106,0.110188447,0.017087268,0.096910013,-0.051764914,0.021227363,0.030219369,0.019569957
9/1/2006,0.054828055,0.062486928,0.003014863,-0.002439863,0.005549553,-0.024568191,-0.027353166,0.005188894,0.026971149,0.054161858
10/2/2006,0.022535833,0.009063666,0.018854483,-0.067558903,0.027446009,-0.051152522,0.016909429,0.051850443,0.021135818,0.01751328
11/1/2006,0.053266113,0.021162265,-0.010746186,0.006082655,0.049064994,0.053444319,0.045957916,-0.000524827,0.011163446,0.013428085
12/1/2006,-0.033579193,0.010259402,0.011142802,-0.025285732,-0.035706442,0.024442456,-0.035870158,0.024005923,0.007383627,-0.045884162
